mode_id,target_slot,target_name,mre_mm,reference_mre_mm,delta_mre_mm
Inferior_Covered,35,vertebrae_T8,25.43,19.79,5.64
Inferior_Covered,36,vertebrae_T7,23.44,18.79,4.65
Inferior_Covered,37,vertebrae_T6,22.65,18.35,4.29
Inferior_Covered,38,vertebrae_T5,22.25,17.71,4.54
Inferior_Covered,39,vertebrae_T4,23.32,18.01,5.31
Inferior_Covered,40,vertebrae_T3,22.41,18.01,4.4
Inferior_Covered,41,vertebrae_T2,21.99,17.89,4.1
Inferior_Covered,42,vertebrae_T1,22.0,17.68,4.32
Inferior_Covered,43,vertebrae_C7,23.49,18.83,4.65
Inferior_Covered,44,vertebrae_C6,25.16,19.74,5.43
Inferior_Covered,51,aorta,38.63,18.45,20.19
Inferior_Covered,52,pulmonary_vein,28.03,22.09,5.94
Inferior_Covered,53,brachiocephalic_trunk,22.54,19.3,3.24
Inferior_Covered,54,subclavian_artery_right,22.34,19.65,2.69
Inferior_Covered,55,subclavian_artery_left,23.45,20.52,2.93
Inferior_Covered,56,common_carotid_artery_right,23.5,20.91,2.59
Inferior_Covered,57,common_carotid_artery_left,23.21,20.35,2.86
Inferior_Covered,59,brachiocephalic_vein_right,21.5,18.43,3.07
Inferior_Covered,60,atrial_appendage_left,28.29,23.52,4.77
Inferior_Covered,61,superior_vena_cava,24.73,19.31,5.42
Inferior_Covered,62,inferior_vena_cava,57.86,22.53,35.33
Inferior_Covered,63,portal_vein_and_splenic_vein,45.51,28.19,17.31
Inferior_Covered,64,iliac_artery_left,171.62,22.65,148.97
Inferior_Covered,65,iliac_artery_right,165.27,21.15,144.12
Inferior_Covered,66,iliac_vena_left,169.41,21.4,148.01
Inferior_Covered,67,iliac_vena_right,177.36,19.85,157.5
Inferior_Covered,68,humerus_left,34.72,32.43,2.29
Inferior_Covered,69,humerus_right,34.84,31.36,3.48
Inferior_Covered,70,scapula_left,22.76,21.06,1.7
Inferior_Covered,71,scapula_right,23.03,20.06,2.97
Inferior_Covered,72,clavicula_left,27.81,23.77,4.05
Inferior_Covered,73,clavicula_right,27.18,23.88,3.3
Inferior_Covered,74,femur_left,201.0,24.72,176.28
Inferior_Covered,75,femur_right,205.32,23.83,181.49
Inferior_Covered,76,hip_left,185.06,21.03,164.03
Inferior_Covered,77,hip_right,185.83,20.33,165.51
Inferior_Covered,78,spinal_cord,69.6,19.72,49.87
Inferior_Covered,79,gluteus_maximus_left,203.11,23.7,179.41
Inferior_Covered,80,gluteus_maximus_right,205.2,22.52,182.68
Inferior_Covered,81,gluteus_medius_left,175.31,24.32,150.99
Inferior_Covered,82,gluteus_medius_right,166.83,22.66,144.18
Inferior_Covered,83,gluteus_minimus_left,190.99,23.38,167.61
Inferior_Covered,84,gluteus_minimus_right,190.6,21.8,168.8
Inferior_Covered,85,autochthon_left,83.12,18.89,64.23
Inferior_Covered,86,autochthon_right,85.13,19.35,65.78
Inferior_Covered,87,iliopsoas_left,151.45,22.62,128.83
Inferior_Covered,88,iliopsoas_right,150.09,21.77,128.32
Inferior_Covered,89,brain,49.88,43.22,6.65
Inferior_Covered,90,skull,70.53,64.43,6.1
Inferior_Covered,91,rib_left_1,22.69,19.15,3.54
Inferior_Covered,92,rib_left_2,25.01,21.45,3.56
Inferior_Covered,95,rib_left_5,31.57,23.84,7.73
Inferior_Covered,96,rib_left_6,30.59,23.01,7.57
Inferior_Covered,97,rib_left_7,32.8,23.63,9.17
Inferior_Covered,98,rib_left_8,36.2,23.51,12.69
Inferior_Covered,99,rib_left_9,38.86,23.2,15.67
Inferior_Covered,100,rib_left_10,42.22,23.39,18.82
Inferior_Covered,101,rib_left_11,49.6,23.18,26.42
Inferior_Covered,102,rib_left_12,45.28,23.27,22.01
Inferior_Covered,103,rib_right_1,22.05,18.08,3.98
Inferior_Covered,104,rib_right_2,23.45,19.15,4.3
Inferior_Covered,105,rib_right_3,26.65,20.74,5.91
Inferior_Covered,106,rib_right_4,30.29,23.46,6.83
Inferior_Covered,107,rib_right_5,29.04,22.09,6.96
Inferior_Covered,108,rib_right_6,30.73,22.45,8.28
Inferior_Covered,109,rib_right_7,33.84,24.33,9.51
Inferior_Covered,110,rib_right_8,37.63,24.74,12.89
Inferior_Covered,111,rib_right_9,39.81,23.87,15.94
Inferior_Covered,112,rib_right_10,44.97,23.79,21.18
Inferior_Covered,113,rib_right_11,51.04,22.67,28.37
Inferior_Covered,114,rib_right_12,47.07,23.23,23.83
Inferior_Covered,115,sternum,23.28,17.9,5.38
Inferior_Covered,116,costal_cartilages,34.81,19.45,15.36
Right_Flank_Covered,0,spleen,37.52,28.04,9.47
Right_Flank_Covered,1,kidney_right,37.48,28.88,8.6
Right_Flank_Covered,2,kidney_left,38.82,27.69,11.13
Right_Flank_Covered,3,gallbladder,44.12,36.85,7.27
Right_Flank_Covered,4,liver,38.22,28.76,9.46
Right_Flank_Covered,5,stomach,40.49,30.5,9.99
Right_Flank_Covered,6,pancreas,34.84,26.77,8.07
Right_Flank_Covered,7,adrenal_gland_right,31.39,23.9,7.49
Right_Flank_Covered,8,adrenal_gland_left,33.03,24.1,8.93
Right_Flank_Covered,9,lung_upper_lobe_left,30.63,20.9,9.73
Right_Flank_Covered,10,lung_lower_lobe_left,32.55,24.12,8.43
Right_Flank_Covered,11,lung_upper_lobe_right,32.45,23.95,8.5
Right_Flank_Covered,12,lung_middle_lobe_right,32.57,23.38,9.19
Right_Flank_Covered,13,lung_lower_lobe_right,31.72,24.86,6.86
Right_Flank_Covered,14,esophagus,25.0,19.21,5.79
Right_Flank_Covered,15,trachea,24.89,19.58,5.31
Right_Flank_Covered,16,thyroid_gland,25.67,21.13,4.55
Right_Flank_Covered,17,small_bowel,42.65,32.47,10.18
Right_Flank_Covered,18,duodenum,35.49,28.35,7.14
Right_Flank_Covered,19,colon,41.82,34.28,7.54
Right_Flank_Covered,20,urinary_bladder,37.73,25.99,11.74
Right_Flank_Covered,25,vertebrae_S1,30.14,22.09,8.05
Right_Flank_Covered,26,vertebrae_L5,28.07,21.77,6.3
Right_Flank_Covered,27,vertebrae_L4,28.57,21.7,6.88
Right_Flank_Covered,28,vertebrae_L3,29.79,23.77,6.02
Right_Flank_Covered,29,vertebrae_L2,29.63,22.32,7.31
Right_Flank_Covered,30,vertebrae_L1,29.11,21.46,7.66
Right_Flank_Covered,31,vertebrae_T12,28.07,20.36,7.71
Right_Flank_Covered,32,vertebrae_T11,28.18,20.4,7.78
Right_Flank_Covered,33,vertebrae_T10,27.96,19.76,8.19
Right_Flank_Covered,34,vertebrae_T9,26.49,19.73,6.75
Right_Flank_Covered,35,vertebrae_T8,26.95,19.79,7.15
Right_Flank_Covered,36,vertebrae_T7,25.37,18.79,6.58
Right_Flank_Covered,37,vertebrae_T6,24.68,18.35,6.33
Right_Flank_Covered,38,vertebrae_T5,24.35,17.71,6.64
Right_Flank_Covered,39,vertebrae_T4,26.92,18.01,8.91
Right_Flank_Covered,40,vertebrae_T3,25.8,18.01,7.79
Right_Flank_Covered,41,vertebrae_T2,27.1,17.89,9.2
Right_Flank_Covered,42,vertebrae_T1,23.88,17.68,6.2
Right_Flank_Covered,43,vertebrae_C7,25.36,18.83,6.53
Right_Flank_Covered,44,vertebrae_C6,27.94,19.74,8.2
Right_Flank_Covered,51,aorta,23.38,18.45,4.94
Right_Flank_Covered,52,pulmonary_vein,28.96,22.09,6.87
Right_Flank_Covered,53,brachiocephalic_trunk,26.19,19.3,6.89
Right_Flank_Covered,54,subclavian_artery_right,26.23,19.65,6.58
Right_Flank_Covered,55,subclavian_artery_left,26.09,20.52,5.57
Right_Flank_Covered,56,common_carotid_artery_right,25.36,20.91,4.45
Right_Flank_Covered,57,common_carotid_artery_left,28.6,20.35,8.25
Right_Flank_Covered,59,brachiocephalic_vein_right,27.44,18.43,9.01
Right_Flank_Covered,60,atrial_appendage_left,27.48,23.52,3.96
Right_Flank_Covered,61,superior_vena_cava,24.81,19.31,5.5
Right_Flank_Covered,62,inferior_vena_cava,29.28,22.53,6.76
Right_Flank_Covered,63,portal_vein_and_splenic_vein,35.98,28.19,7.78
Right_Flank_Covered,64,iliac_artery_left,37.02,22.65,14.36
Right_Flank_Covered,65,iliac_artery_right,33.48,21.15,12.33
Right_Flank_Covered,66,iliac_vena_left,35.92,21.4,14.52
Right_Flank_Covered,67,iliac_vena_right,34.73,19.85,14.87
Right_Flank_Covered,68,humerus_left,37.62,32.43,5.19
Right_Flank_Covered,69,humerus_right,39.0,31.36,7.64
Right_Flank_Covered,70,scapula_left,30.42,21.06,9.36
Right_Flank_Covered,71,scapula_right,30.86,20.06,10.8
Right_Flank_Covered,72,clavicula_left,31.51,23.77,7.74
Right_Flank_Covered,73,clavicula_right,32.18,23.88,8.3
Right_Flank_Covered,74,femur_left,41.25,24.72,16.54
Right_Flank_Covered,75,femur_right,43.55,23.83,19.72
Right_Flank_Covered,76,hip_left,37.09,21.03,16.06
Right_Flank_Covered,77,hip_right,35.48,20.33,15.15
Right_Flank_Covered,78,spinal_cord,24.29,19.72,4.56
Right_Flank_Covered,79,gluteus_maximus_left,45.02,23.7,21.32
Right_Flank_Covered,80,gluteus_maximus_right,43.11,22.52,20.59
Right_Flank_Covered,81,gluteus_medius_left,40.89,24.32,16.57
Right_Flank_Covered,82,gluteus_medius_right,36.67,22.66,14.01
Right_Flank_Covered,83,gluteus_minimus_left,39.66,23.38,16.28
Right_Flank_Covered,84,gluteus_minimus_right,36.93,21.8,15.13
Right_Flank_Covered,85,autochthon_left,24.72,18.89,5.83
Right_Flank_Covered,86,autochthon_right,25.43,19.35,6.08
Right_Flank_Covered,87,iliopsoas_left,35.85,22.62,13.23
Right_Flank_Covered,88,iliopsoas_right,35.04,21.77,13.26
Right_Flank_Covered,89,brain,51.43,43.22,8.2
Right_Flank_Covered,90,skull,75.83,64.43,11.4
Right_Flank_Covered,91,rib_left_1,25.25,19.15,6.1
Right_Flank_Covered,92,rib_left_2,27.54,21.45,6.1
Right_Flank_Covered,95,rib_left_5,33.31,23.84,9.46
Right_Flank_Covered,96,rib_left_6,35.14,23.01,12.12
Right_Flank_Covered,97,rib_left_7,37.21,23.63,13.57
Right_Flank_Covered,98,rib_left_8,36.2,23.51,12.69
Right_Flank_Covered,99,rib_left_9,33.57,23.2,10.37
Right_Flank_Covered,100,rib_left_10,34.67,23.39,11.28
Right_Flank_Covered,101,rib_left_11,34.76,23.18,11.58
Right_Flank_Covered,102,rib_left_12,32.33,23.27,9.06
Right_Flank_Covered,103,rib_right_1,24.08,18.08,6.01
Right_Flank_Covered,104,rib_right_2,24.66,19.15,5.51
Right_Flank_Covered,105,rib_right_3,30.41,20.74,9.67
Right_Flank_Covered,106,rib_right_4,33.43,23.46,9.97
Right_Flank_Covered,107,rib_right_5,31.64,22.09,9.56
Right_Flank_Covered,108,rib_right_6,36.81,22.45,14.36
Right_Flank_Covered,109,rib_right_7,38.89,24.33,14.56
Right_Flank_Covered,110,rib_right_8,36.4,24.74,11.66
Right_Flank_Covered,111,rib_right_9,37.55,23.87,13.69
Right_Flank_Covered,112,rib_right_10,35.01,23.79,11.22
Right_Flank_Covered,113,rib_right_11,33.5,22.67,10.83
Right_Flank_Covered,114,rib_right_12,30.86,23.23,7.63
Right_Flank_Covered,115,sternum,27.11,17.9,9.21
Right_Flank_Covered,116,costal_cartilages,28.54,19.45,9.08
Left_Flank_Covered,0,spleen,40.76,28.04,12.72
Left_Flank_Covered,1,kidney_right,43.23,28.88,14.35
Left_Flank_Covered,2,kidney_left,42.56,27.69,14.87
Left_Flank_Covered,3,gallbladder,49.65,36.85,12.79
Left_Flank_Covered,4,liver,42.14,28.76,13.38
Left_Flank_Covered,5,stomach,43.73,30.5,13.22
Left_Flank_Covered,6,pancreas,39.33,26.77,12.56
Left_Flank_Covered,7,adrenal_gland_right,35.83,23.9,11.93
Left_Flank_Covered,8,adrenal_gland_left,37.27,24.1,13.17
Left_Flank_Covered,9,lung_upper_lobe_left,32.73,20.9,11.84
Left_Flank_Covered,10,lung_lower_lobe_left,35.43,24.12,11.31
Left_Flank_Covered,11,lung_upper_lobe_right,35.18,23.95,11.23
Left_Flank_Covered,12,lung_middle_lobe_right,35.97,23.38,12.58
Left_Flank_Covered,13,lung_lower_lobe_right,34.55,24.86,9.68
Left_Flank_Covered,14,esophagus,28.8,19.21,9.59
Left_Flank_Covered,15,trachea,26.84,19.58,7.26
Left_Flank_Covered,16,thyroid_gland,30.06,21.13,8.93
Left_Flank_Covered,17,small_bowel,51.01,32.47,18.53
Left_Flank_Covered,18,duodenum,42.63,28.35,14.29
Left_Flank_Covered,19,colon,48.34,34.28,14.06
Left_Flank_Covered,20,urinary_bladder,46.51,25.99,20.52
Left_Flank_Covered,25,vertebrae_S1,37.8,22.09,15.72
Left_Flank_Covered,26,vertebrae_L5,36.32,21.77,14.55
Left_Flank_Covered,27,vertebrae_L4,37.33,21.7,15.64
Left_Flank_Covered,28,vertebrae_L3,35.92,23.77,12.15
Left_Flank_Covered,29,vertebrae_L2,36.32,22.32,14.0
Left_Flank_Covered,30,vertebrae_L1,33.72,21.46,12.26
Left_Flank_Covered,31,vertebrae_T12,29.9,20.36,9.54
Left_Flank_Covered,32,vertebrae_T11,30.23,20.4,9.83
Left_Flank_Covered,33,vertebrae_T10,29.68,19.76,9.91
Left_Flank_Covered,34,vertebrae_T9,28.69,19.73,8.95
Left_Flank_Covered,35,vertebrae_T8,30.66,19.79,10.87
Left_Flank_Covered,36,vertebrae_T7,28.39,18.79,9.6
Left_Flank_Covered,37,vertebrae_T6,27.03,18.35,8.68
Left_Flank_Covered,38,vertebrae_T5,29.26,17.71,11.55
Left_Flank_Covered,39,vertebrae_T4,33.0,18.01,14.99
Left_Flank_Covered,40,vertebrae_T3,33.33,18.01,15.32
Left_Flank_Covered,41,vertebrae_T2,31.21,17.89,13.31
Left_Flank_Covered,42,vertebrae_T1,30.73,17.68,13.05
Left_Flank_Covered,43,vertebrae_C7,31.59,18.83,12.75
Left_Flank_Covered,44,vertebrae_C6,37.25,19.74,17.51
Left_Flank_Covered,51,aorta,28.64,18.45,10.19
Left_Flank_Covered,52,pulmonary_vein,33.86,22.09,11.77
Left_Flank_Covered,53,brachiocephalic_trunk,28.53,19.3,9.22
Left_Flank_Covered,54,subclavian_artery_right,29.98,19.65,10.32
Left_Flank_Covered,55,subclavian_artery_left,31.32,20.52,10.8
Left_Flank_Covered,56,common_carotid_artery_right,30.87,20.91,9.96
Left_Flank_Covered,57,common_carotid_artery_left,31.81,20.35,11.46
Left_Flank_Covered,59,brachiocephalic_vein_right,30.27,18.43,11.84
Left_Flank_Covered,60,atrial_appendage_left,33.21,23.52,9.69
Left_Flank_Covered,61,superior_vena_cava,28.54,19.31,9.23
Left_Flank_Covered,62,inferior_vena_cava,35.44,22.53,12.92
Left_Flank_Covered,63,portal_vein_and_splenic_vein,38.75,28.19,10.55
Left_Flank_Covered,64,iliac_artery_left,44.05,22.65,21.4
Left_Flank_Covered,65,iliac_artery_right,40.33,21.15,19.18
Left_Flank_Covered,66,iliac_vena_left,43.69,21.4,22.29
Left_Flank_Covered,67,iliac_vena_right,40.97,19.85,21.11
Left_Flank_Covered,68,humerus_left,39.76,32.43,7.33
Left_Flank_Covered,69,humerus_right,47.43,31.36,16.07
Left_Flank_Covered,70,scapula_left,33.99,21.06,12.93
Left_Flank_Covered,71,scapula_right,34.57,20.06,14.51
Left_Flank_Covered,72,clavicula_left,38.81,23.77,15.04
Left_Flank_Covered,73,clavicula_right,39.01,23.88,15.14
Left_Flank_Covered,74,femur_left,44.29,24.72,19.58
Left_Flank_Covered,75,femur_right,46.65,23.83,22.82
Left_Flank_Covered,76,hip_left,44.95,21.03,23.92
Left_Flank_Covered,77,hip_right,43.14,20.33,22.81
Left_Flank_Covered,78,spinal_cord,26.03,19.72,6.31
Left_Flank_Covered,79,gluteus_maximus_left,49.91,23.7,26.21
Left_Flank_Covered,80,gluteus_maximus_right,48.92,22.52,26.4
Left_Flank_Covered,81,gluteus_medius_left,47.76,24.32,23.44
Left_Flank_Covered,82,gluteus_medius_right,45.08,22.66,22.42
Left_Flank_Covered,83,gluteus_minimus_left,46.66,23.38,23.28
Left_Flank_Covered,84,gluteus_minimus_right,45.86,21.8,24.06
Left_Flank_Covered,85,autochthon_left,27.84,18.89,8.95
Left_Flank_Covered,86,autochthon_right,28.11,19.35,8.76
Left_Flank_Covered,87,iliopsoas_left,42.86,22.62,20.24
Left_Flank_Covered,88,iliopsoas_right,43.62,21.77,21.84
Left_Flank_Covered,89,brain,51.28,43.22,8.06
Left_Flank_Covered,90,skull,78.95,64.43,14.53
Left_Flank_Covered,91,rib_left_1,29.39,19.15,10.23
Left_Flank_Covered,92,rib_left_2,31.43,21.45,9.98
Left_Flank_Covered,95,rib_left_5,36.22,23.84,12.37
Left_Flank_Covered,96,rib_left_6,35.81,23.01,12.8
Left_Flank_Covered,97,rib_left_7,37.37,23.63,13.73
Left_Flank_Covered,98,rib_left_8,37.41,23.51,13.89
Left_Flank_Covered,99,rib_left_9,36.56,23.2,13.36
Left_Flank_Covered,100,rib_left_10,35.66,23.39,12.27
Left_Flank_Covered,101,rib_left_11,36.24,23.18,13.06
Left_Flank_Covered,102,rib_left_12,35.78,23.27,12.51
Left_Flank_Covered,103,rib_right_1,26.57,18.08,8.49
Left_Flank_Covered,104,rib_right_2,28.23,19.15,9.09
Left_Flank_Covered,105,rib_right_3,33.13,20.74,12.39
Left_Flank_Covered,106,rib_right_4,37.22,23.46,13.76
Left_Flank_Covered,107,rib_right_5,35.94,22.09,13.85
Left_Flank_Covered,108,rib_right_6,40.39,22.45,17.94
Left_Flank_Covered,109,rib_right_7,42.25,24.33,17.92
Left_Flank_Covered,110,rib_right_8,39.18,24.74,14.44
Left_Flank_Covered,111,rib_right_9,39.66,23.87,15.8
Left_Flank_Covered,112,rib_right_10,37.34,23.79,13.55
Left_Flank_Covered,113,rib_right_11,37.77,22.67,15.1
Left_Flank_Covered,114,rib_right_12,36.22,23.23,12.98
Left_Flank_Covered,115,sternum,29.5,17.9,11.6
Left_Flank_Covered,116,costal_cartilages,34.01,19.45,14.56
Central_Drape_Covered,0,spleen,28.93,28.04,0.89
Central_Drape_Covered,1,kidney_right,29.51,28.88,0.63
Central_Drape_Covered,2,kidney_left,29.21,27.69,1.52
Central_Drape_Covered,3,gallbladder,37.42,36.85,0.57
Central_Drape_Covered,4,liver,30.29,28.76,1.53
Central_Drape_Covered,5,stomach,32.22,30.5,1.72
Central_Drape_Covered,6,pancreas,27.9,26.77,1.13
Central_Drape_Covered,7,adrenal_gland_right,25.05,23.9,1.16
Central_Drape_Covered,8,adrenal_gland_left,25.53,24.1,1.43
Central_Drape_Covered,9,lung_upper_lobe_left,22.75,20.9,1.85
Central_Drape_Covered,10,lung_lower_lobe_left,25.22,24.12,1.11
Central_Drape_Covered,11,lung_upper_lobe_right,25.69,23.95,1.75
Central_Drape_Covered,12,lung_middle_lobe_right,24.84,23.38,1.45
Central_Drape_Covered,13,lung_lower_lobe_right,25.8,24.86,0.93
Central_Drape_Covered,14,esophagus,20.92,19.21,1.71
Central_Drape_Covered,15,trachea,21.11,19.58,1.52
Central_Drape_Covered,16,thyroid_gland,22.26,21.13,1.13
Central_Drape_Covered,17,small_bowel,34.56,32.47,2.09
Central_Drape_Covered,18,duodenum,30.15,28.35,1.8
Central_Drape_Covered,19,colon,36.31,34.28,2.03
Central_Drape_Covered,20,urinary_bladder,26.71,25.99,0.72
Central_Drape_Covered,25,vertebrae_S1,22.86,22.09,0.77
Central_Drape_Covered,26,vertebrae_L5,22.21,21.77,0.44
Central_Drape_Covered,27,vertebrae_L4,22.04,21.7,0.34
Central_Drape_Covered,28,vertebrae_L3,24.36,23.77,0.59
Central_Drape_Covered,29,vertebrae_L2,23.31,22.32,1.0
Central_Drape_Covered,30,vertebrae_L1,22.17,21.46,0.71
Central_Drape_Covered,31,vertebrae_T12,21.93,20.36,1.57
Central_Drape_Covered,32,vertebrae_T11,21.94,20.4,1.54
Central_Drape_Covered,33,vertebrae_T10,21.12,19.76,1.35
Central_Drape_Covered,34,vertebrae_T9,20.8,19.73,1.07
Central_Drape_Covered,35,vertebrae_T8,20.56,19.79,0.77
Central_Drape_Covered,36,vertebrae_T7,19.54,18.79,0.75
Central_Drape_Covered,37,vertebrae_T6,18.68,18.35,0.33
Central_Drape_Covered,38,vertebrae_T5,18.44,17.71,0.72
Central_Drape_Covered,39,vertebrae_T4,19.13,18.01,1.12
Central_Drape_Covered,40,vertebrae_T3,19.21,18.01,1.2
Central_Drape_Covered,41,vertebrae_T2,18.93,17.89,1.04
Central_Drape_Covered,42,vertebrae_T1,18.46,17.68,0.78
Central_Drape_Covered,43,vertebrae_C7,19.29,18.83,0.46
Central_Drape_Covered,44,vertebrae_C6,20.74,19.74,1.0
Central_Drape_Covered,51,aorta,19.44,18.45,0.99
Central_Drape_Covered,52,pulmonary_vein,23.42,22.09,1.33
Central_Drape_Covered,53,brachiocephalic_trunk,20.39,19.3,1.09
Central_Drape_Covered,54,subclavian_artery_right,20.55,19.65,0.9
Central_Drape_Covered,55,subclavian_artery_left,21.55,20.52,1.03
Central_Drape_Covered,56,common_carotid_artery_right,21.68,20.91,0.77
Central_Drape_Covered,57,common_carotid_artery_left,21.39,20.35,1.04
Central_Drape_Covered,59,brachiocephalic_vein_right,19.33,18.43,0.9
Central_Drape_Covered,60,atrial_appendage_left,24.28,23.52,0.76
Central_Drape_Covered,61,superior_vena_cava,20.59,19.31,1.28
Central_Drape_Covered,62,inferior_vena_cava,23.55,22.53,1.02
Central_Drape_Covered,63,portal_vein_and_splenic_vein,29.4,28.19,1.2
Central_Drape_Covered,64,iliac_artery_left,24.24,22.65,1.59
Central_Drape_Covered,65,iliac_artery_right,22.6,21.15,1.45
Central_Drape_Covered,66,iliac_vena_left,23.32,21.4,1.91
Central_Drape_Covered,67,iliac_vena_right,21.41,19.85,1.55
Central_Drape_Covered,68,humerus_left,31.91,32.43,-0.52
Central_Drape_Covered,69,humerus_right,31.76,31.36,0.4
Central_Drape_Covered,70,scapula_left,21.16,21.06,0.1
Central_Drape_Covered,71,scapula_right,20.65,20.06,0.59
Central_Drape_Covered,72,clavicula_left,24.71,23.77,0.94
Central_Drape_Covered,73,clavicula_right,24.35,23.88,0.48
Central_Drape_Covered,74,femur_left,26.41,24.72,1.7
Central_Drape_Covered,75,femur_right,25.98,23.83,2.15
Central_Drape_Covered,76,hip_left,23.51,21.03,2.48
Central_Drape_Covered,77,hip_right,22.74,20.33,2.42
Central_Drape_Covered,78,spinal_cord,20.32,19.72,0.6
Central_Drape_Covered,79,gluteus_maximus_left,25.64,23.7,1.94
Central_Drape_Covered,80,gluteus_maximus_right,24.96,22.52,2.44
Central_Drape_Covered,81,gluteus_medius_left,26.36,24.32,2.04
Central_Drape_Covered,82,gluteus_medius_right,24.54,22.66,1.89
Central_Drape_Covered,83,gluteus_minimus_left,24.66,23.38,1.28
Central_Drape_Covered,84,gluteus_minimus_right,23.27,21.8,1.47
Central_Drape_Covered,85,autochthon_left,19.76,18.89,0.87
Central_Drape_Covered,86,autochthon_right,20.31,19.35,0.96
Central_Drape_Covered,87,iliopsoas_left,24.99,22.62,2.37
Central_Drape_Covered,88,iliopsoas_right,24.06,21.77,2.29
Central_Drape_Covered,89,brain,43.4,43.22,0.17
Central_Drape_Covered,90,skull,66.34,64.43,1.91
Central_Drape_Covered,91,rib_left_1,19.71,19.15,0.56
Central_Drape_Covered,92,rib_left_2,22.31,21.45,0.87
Central_Drape_Covered,95,rib_left_5,25.44,23.84,1.6
Central_Drape_Covered,96,rib_left_6,23.94,23.01,0.93
Central_Drape_Covered,97,rib_left_7,24.88,23.63,1.24
Central_Drape_Covered,98,rib_left_8,25.47,23.51,1.95
Central_Drape_Covered,99,rib_left_9,25.23,23.2,2.04
Central_Drape_Covered,100,rib_left_10,25.32,23.39,1.92
Central_Drape_Covered,101,rib_left_11,24.99,23.18,1.82
Central_Drape_Covered,102,rib_left_12,24.79,23.27,1.52
Central_Drape_Covered,103,rib_right_1,19.45,18.08,1.38
Central_Drape_Covered,104,rib_right_2,20.19,19.15,1.04
Central_Drape_Covered,105,rib_right_3,22.32,20.74,1.58
Central_Drape_Covered,106,rib_right_4,25.43,23.46,1.97
Central_Drape_Covered,107,rib_right_5,23.1,22.09,1.01
Central_Drape_Covered,108,rib_right_6,23.87,22.45,1.43
Central_Drape_Covered,109,rib_right_7,25.67,24.33,1.34
Central_Drape_Covered,110,rib_right_8,26.82,24.74,2.09
Central_Drape_Covered,111,rib_right_9,25.52,23.87,1.65
Central_Drape_Covered,112,rib_right_10,25.27,23.79,1.49
Central_Drape_Covered,113,rib_right_11,23.64,22.67,0.97
Central_Drape_Covered,114,rib_right_12,24.16,23.23,0.92
Central_Drape_Covered,115,sternum,19.67,17.9,1.78
Central_Drape_Covered,116,costal_cartilages,21.27,19.45,1.81
Random_Drop_25,0,spleen,28.16,28.04,0.12
Random_Drop_25,1,kidney_right,29.39,28.88,0.51
Random_Drop_25,2,kidney_left,27.9,27.69,0.21
Random_Drop_25,3,gallbladder,37.12,36.85,0.26
Random_Drop_25,4,liver,29.85,28.76,1.09
Random_Drop_25,5,stomach,31.43,30.5,0.92
Random_Drop_25,6,pancreas,27.51,26.77,0.75
Random_Drop_25,7,adrenal_gland_right,24.51,23.9,0.62
Random_Drop_25,8,adrenal_gland_left,24.49,24.1,0.39
Random_Drop_25,9,lung_upper_lobe_left,21.0,20.9,0.1
Random_Drop_25,10,lung_lower_lobe_left,24.05,24.12,-0.07
Random_Drop_25,11,lung_upper_lobe_right,24.3,23.95,0.36
Random_Drop_25,12,lung_middle_lobe_right,23.8,23.38,0.41
Random_Drop_25,13,lung_lower_lobe_right,25.34,24.86,0.48
Random_Drop_25,14,esophagus,19.71,19.21,0.5
Random_Drop_25,15,trachea,20.5,19.58,0.91
Random_Drop_25,16,thyroid_gland,21.65,21.13,0.52
Random_Drop_25,17,small_bowel,32.65,32.47,0.17
Random_Drop_25,18,duodenum,29.27,28.35,0.93
Random_Drop_25,19,colon,34.39,34.28,0.11
Random_Drop_25,20,urinary_bladder,25.6,25.99,-0.4
Random_Drop_25,25,vertebrae_S1,21.98,22.09,-0.11
Random_Drop_25,26,vertebrae_L5,21.77,21.77,0.0
Random_Drop_25,27,vertebrae_L4,21.75,21.7,0.06
Random_Drop_25,28,vertebrae_L3,23.32,23.77,-0.45
Random_Drop_25,29,vertebrae_L2,22.49,22.32,0.17
Random_Drop_25,30,vertebrae_L1,21.24,21.46,-0.22
Random_Drop_25,31,vertebrae_T12,20.55,20.36,0.19
Random_Drop_25,32,vertebrae_T11,20.91,20.4,0.51
Random_Drop_25,33,vertebrae_T10,20.27,19.76,0.5
Random_Drop_25,34,vertebrae_T9,19.96,19.73,0.23
Random_Drop_25,35,vertebrae_T8,20.04,19.79,0.24
Random_Drop_25,36,vertebrae_T7,18.96,18.79,0.17
Random_Drop_25,37,vertebrae_T6,18.34,18.35,-0.01
Random_Drop_25,38,vertebrae_T5,18.04,17.71,0.33
Random_Drop_25,39,vertebrae_T4,18.81,18.01,0.8
Random_Drop_25,40,vertebrae_T3,18.96,18.01,0.95
Random_Drop_25,41,vertebrae_T2,18.68,17.89,0.79
Random_Drop_25,42,vertebrae_T1,18.55,17.68,0.87
Random_Drop_25,43,vertebrae_C7,19.44,18.83,0.61
Random_Drop_25,44,vertebrae_C6,20.5,19.74,0.76
Random_Drop_25,51,aorta,18.49,18.45,0.04
Random_Drop_25,52,pulmonary_vein,22.75,22.09,0.66
Random_Drop_25,53,brachiocephalic_trunk,20.23,19.3,0.93
Random_Drop_25,54,subclavian_artery_right,20.4,19.65,0.75
